layer,log_stock,MBC,log_MBC
20-40,0.427144822,0.024350273,-1.61349616
0-20,0.586532481,0.060660613,-1.217093207
0-20,0.584936962,0.074795125,-1.126126711
20-40,0.536151093,0.073617249,-1.133020419
0-20,0.645201079,0.066549993,-1.176851988
0-20,0.515818543,0.064783179,-1.188537746
20-40,0.473156608,0.073617249,-1.133020419
0-20,0.672794075,0.070083621,-1.15438347
0-20,0.413711963,0.068905745,-1.16174457
20-40,0.345889756,0.069494683,-1.158048424
0-20,0.548906472,0.068316807,-1.165472442
0-20,0.507348624,0.068316807,-1.165472442
20-40,0.502116477,0.075384062,-1.122720462
0-20,0.16070732,0.079834352,-1.097810195
0-20,0.200864458,0.089813646,-1.046657673
20-40,0.202795432,0.09595475,-1.017933522
0-20,0.098519258,0.08060199,-1.093654235
0-20,0.088896297,0.099025302,-1.004253824
20-40,-0.022117322,0.098257664,-1.007633565
0-20,0.214081302,0.073693248,-1.132572301
0-20,0.130744096,0.085975456,-1.065625512
20-40,0.049334966,0.085207818,-1.069520556
0-20,0.374250617,0.087510732,-1.057938683
0-20,0.27131861,0.10746932,-0.968715499
20-40,0.08027149,0.093651836,-1.028483704
0-20,-0.563455723,0.032023269,-1.494534338
0-20,-0.684029655,0.032023269,-1.494534338
20-40,-0.606459893,0.032023269,-1.494534338
20-40,-0.674484337,0.032023269,-1.494534338
0-20,0.536487738,0.104805,-0.979617998
0-20,0.490472582,0.104805,-0.979617998
20-40,0.371082647,0.104805,-0.979617998
20-40,0.307234955,0.104805,-0.979617998
0-20,0.219060332,0.083444,-1.078604886
0-20,-0.077648289,0.068816,-1.162310575
20-40,-0.206265477,0.05934,-1.226652458
20-40,-0.328197933,0.046816,-1.329605696
0-20,0.106653173,0.123183338,-0.909448031
20-40,0.024805729,0.129381242,-0.888128684
0-20,0.028408565,0.121633862,-0.914945503
20-40,0.171726454,0.127831766,-0.893361211
0-20,0.407815642,0.120084386,-0.920513457
20-40,0.28057837,0.123183338,-0.909448031
0-20,0.331439444,0.11853491,-0.926153725
20-40,0.265148139,0.127831766,-0.893361211
0-20,0.234122291,0.121633862,-0.914945503
20-40,0.171726454,0.127831766,-0.893361211
0-20,0.386677284,0.1014384,-0.993797611
0-20,0.522704993,0.1014384,-0.993797611
0-20,0.455758203,0.1014384,-0.993797611
0-20,0.629001619,0.1014384,-0.993797611
0-20,0.691435152,0.0941928,-1.025982294
0-20,0.957825576,0.036691424,-1.435435435
20-40,0.363122888,0.057955772,-1.236903307
0-20,1.162110161,0.067257711,-1.172257918
0-20,0.916284143,0.067257711,-1.172257918
0-20,0.729638274,0.067257711,-1.172257918
0-20,1.045083464,0.263858,-0.578629734
0-20,1.067361777,0.291522,-0.535328665
0-20,1.025417293,0.100136431,-0.999407894
0-20,0.908883743,0.100136431,-0.999407894
20-40,0.748018929,0.123591811,-0.908010305
0-20,0.954265671,0.067257711,-1.172257918
0-20,0.460963959,0.09396372,-1.027039798
0-20,0.357500335,0.0890775,-1.05023198
0-20,0.164578868,0.07909638,-1.101843392
0-20,1.14527847,0.50658368,-0.295348805
0-20,1.326992542,0.583416,-0.234021665
0-20,1.158731486,0.482184,-0.316787205
0-20,1.23802602,0.605744,-0.217710879
0-20,0.839402621,0.405008,-0.392536398
20-40,0.615655515,0.152768,-0.815967607
0-20,1.230448921,0.740656,-0.130383455
0-20,0.680081572,0.154224,-0.811848037
20-40,0.595760686,0.074228,-1.129432241
0-20,0.829020585,0.111792,-0.951589274
0-20,0.610660163,0.09248,-1.033952179
20-40,0.537768739,0.039424,-1.404239314
0-20,0.667565014,0.111792,-0.951589274
0-20,0.510115865,0.038624,-1.413142752
20-40,0.501387941,0.039424,-1.404239314
0-20,1.237821115,0.605744,-0.217710879
0-20,0.83974445,0.405008,-0.392536398
20-40,0.61500683,0.152768,-0.815967607
0-20,1.230587873,0.740656,-0.130383455
0-20,0.679340666,0.154224,-0.811848037
20-40,0.595760686,0.074228,-1.129432241
0-20,0.829720496,0.111792,-0.951589274
0-20,0.610080717,0.09248,-1.033952179
20-40,0.535825584,0.039424,-1.404239314
0-20,0.667565014,0.111792,-0.951589274
0-20,0.511573231,0.038624,-1.413142752
20-40,0.502230414,0.039424,-1.404239314
0-20,0.570584966,0.004329768,-2.363535379
0-20,0.731427587,0.00721628,-2.14168663
0-20,0.951030392,0.010102792,-1.995558594
0-20,0.896548262,0.015875816,-1.799263949
20-40,1.176841072,0.069276287,-1.159415397
20-40,1.189641322,0.069997915,-1.154914895
20-40,1.341651321,0.082265591,-1.084781778
20-40,1.220505573,0.086595359,-1.062505384
0-20,0.676678981,0.004329768,-2.363535379
0-20,0.811414126,0.005773024,-2.238596643
0-20,0.870570099,0.006494652,-2.18744412
0-20,0.908324139,0.00721628,-2.14168663
20-40,0.98099906,0.008659536,-2.062505384
20-40,1.377300422,0.034638144,-1.460445392
20-40,1.227529357,0.061338379,-1.212267704
20-40,1.199996933,0.084430475,-1.073500768
0-20,0.956480588,0.077414289,-1.111178872
0-20,0.928530012,0.077414289,-1.111178872
0-20,0.836873284,0.077414289,-1.111178872
0-20,0.989114178,0.077562361,-1.110348979
0-20,0.837854741,0.077562361,-1.110348979
0-20,0.71015292,0.077562361,-1.110348979
0-20,1.010242273,0.077562361,-1.110348979
0-20,1.033525079,0.077562361,-1.110348979
0-20,0.961039317,0.077562361,-1.110348979
0-20,0.991185303,0.078211485,-1.106729469
0-20,0.855286501,0.078211485,-1.106729469
0-20,0.705998767,0.078211485,-1.106729469
0-20,0.97982143,0.098326244,-1.007330549
0-20,0.787262057,0.098326244,-1.007330549
0-20,1.077043608,0.526386,-0.27869567
0-20,1.066706745,0.38807,-0.411089929
0-20,1.123360905,0.438202,-0.358325645
0-20,1.186383299,0.713022,-0.14689707
0-20,1.106552602,0.343978,-0.463469333
0-20,1.235729388,0.601886,-0.220485758
0-20,0.640775505,0.098452,-1.006775457
0-20,0.976521462,0.549338,-0.260160358
0-20,1.12699848,0.341864,-0.46614663
0-20,1.114080968,0.507662,-0.294425344
0-20,1.131255424,0.46509,-0.332462998
0-20,0.942510055,0.23421,-0.630394566
20-40,0.785275723,0.091516,-1.03850297
20-40,0.653388126,0.051512,-1.288091588
0-20,1.156609113,0.34277,-0.464997196
0-20,0.899467016,0.162174,-0.790018771
20-40,0.530192012,0.051282,-1.290035046
20-40,0.479572431,0.028194,-1.549843305
0-20,1.775943777,0.098326244,-1.007330549
0-20,1.370016893,0.098326244,-1.007330549
0-20,1.313713714,0.63344,-0.198294516
0-20,1.267935415,0.576608,-0.239119336
0-20,1.358586181,0.701848,-0.153756933
0-20,1.083147729,0.382284,-0.417613878
0-20,1.02057092,0.241314,-0.617417481
0-20,1.004364371,0.098326244,-1.007330549
0-20,1.007408059,0.098326244,-1.007330549
0-20,1.001587481,0.098326244,-1.007330549
0-20,1.006364196,0.098326244,-1.007330549
0-20,1.009676908,0.098326244,-1.007330549
0-20,0.979968809,0.21895,-0.65965505
0-20,0.948058734,0.199924,-0.699135068
20-40,0.544564097,0.07072,-1.150457748
0-20,0.965728369,0.318912,-0.496329139
0-20,0.918707476,0.236466,-0.626231295
20-40,0.568858538,0.10304,-0.98699415
0-20,0.986917669,0.160966,-0.793265848
0-20,0.92389549,0.135598,-0.867746716
20-40,0.687279192,0.0864,-1.063486258
0-20,0.974995917,0.154926,-0.809875692
0-20,0.929022259,0.13741,-0.86198166
20-40,0.721051792,0.03968,-1.401428337
0-20,1.001667958,0.438504,-0.358026441
0-20,0.975412506,0.307134,-0.512672104
20-40,0.648789214,0.12416,-0.906018296
0-20,1.461508431,0.763154,-0.117387815
0-20,1.175838716,0.69762,-0.156381077
20-40,0.482873584,0.05088,-1.293452897
0-20,1.449609208,0.793656,-0.100367696
0-20,1.215526002,0.689164,-0.161677417
20-40,0.571475904,0.06944,-1.158390288
0-20,1.437374751,0.593128,-0.226851574
0-20,1.215526002,0.444846,-0.35179031
20-40,0.482873584,0.03712,-1.430392032
0-20,1.457547649,0.627858,-0.202138568
0-20,1.179584534,0.593128,-0.226851574
20-40,0.555142835,0.04608,-1.33648753
0-20,1.461508431,1.164512,0.066143968
0-20,1.205019668,0.946468,-0.023894065
20-40,0.462278176,0.06944,-1.158390288
0-20,1.029156424,0.042519457,-1.37141229
0-20,0.874344956,0.047834389,-1.320259768
20-40,0.647148153,0.106298643,-0.973472281
20-40,0.250478555,0.105412821,-0.977106566
0-20,0.8722099,0.047834389,-1.320259768
0-20,0.717815244,0.077066516,-1.113134275
20-40,0.501407106,0.105412821,-0.977106566
20-40,0.35758041,0.114271041,-0.942063817
0-20,0.81646005,0.057578431,-1.239740171
0-20,0.601886239,0.070865762,-1.14956354
20-40,0.455986239,0.112499397,-0.948849806
20-40,0.140972885,0.108070287,-0.966293697
0-20,1.46146401,0.45066,-0.346150988
0-20,1.00607907,0.383394,-0.416354688
0-20,0.99490813,0.229992,-0.63828727
0-20,1.011933965,0.354312,-0.450614139
0-20,0.927733663,0.295704,-0.529142801
20-40,0.557006452,0.105216,-0.977918213
0-20,1.324305096,0.098326244,-1.007330549
0-20,0.990791564,0.098326244,-1.007330549
0-20,0.765482282,0.098326244,-1.007330549
0-20,1.190970062,0.060672706,-1.217006635
0-20,0.648798963,0.060672706,-1.217006635
20-40,0.570356106,0.06428896,-1.1918636
0-20,1.253118864,0.101203139,-0.994806017
0-20,0.548023154,0.101203139,-0.994806017
20-40,0.23363058,0.124908379,-0.903408429
0-20,0.872076985,0.042519457,-1.37141229
0-20,0.644271142,0.057578431,-1.239740171
20-40,0.392352194,0.116042685,-0.935382232
20-40,0.380374072,0.133759125,-0.87367658
0-20,1.06483222,0.039861991,-1.399441014
0-20,0.928178651,0.046948567,-1.328377658
20-40,0.336475744,0.08769638,-1.057018333
20-40,0.560064522,0.136416591,-0.865132807
0-20,0.900552825,0.012401508,-1.906525492
0-20,1.035992955,0.015944796,-1.797381022
20-40,1.161269751,0.024803017,-1.605495496
20-40,1.242474838,0.043405279,-1.362457447
0-20,1.039334789,0.3022844,-0.519584265
0-20,1.854073951,0.098326244,-1.007330549
0-20,1.772131661,0.098326244,-1.007330549
0-20,1.732941108,0.098326244,-1.007330549
20-40,0.447201459,0.121357617,-0.91593296
20-40,0.067160162,0.121357617,-0.91593296
0-20,1.253764335,0.098326244,-1.007330549
20-40,0.479143248,0.121357617,-0.91593296
0-20,1.650268543,0.093300387,-1.030116555
0-20,1.384575613,0.093300387,-1.030116555
0-20,1.171129437,0.093300387,-1.030116555
0-20,1.086188505,0.093300387,-1.030116555
0-20,0.780921878,0.093300387,-1.030116555
0-20,0.557652966,0.093300387,-1.030116555
0-20,0.357784692,0.093300387,-1.030116555
0-20,1.608329166,0.093300387,-1.030116555
0-20,1.398148626,0.093300387,-1.030116555
0-20,1.313900951,0.093300387,-1.030116555
0-20,1.207688532,0.093300387,-1.030116555
0-20,1.136872327,0.093300387,-1.030116555
0-20,0.988488137,0.093300387,-1.030116555
0-20,1.004046599,0.093300387,-1.030116555
0-20,1.174582745,0.079061006,-1.102037666
0-20,1.011621686,0.079061006,-1.102037666
0-20,1.168521054,0.079061006,-1.102037666
0-20,1.039492966,0.079061006,-1.102037666
0-20,1.140608964,0.079061006,-1.102037666
0-20,1.037140002,0.079061006,-1.102037666
20-40,0.86890294,0.084402965,-1.073642294
20-40,0.879898324,0.084402965,-1.073642294
20-40,0.851869601,0.084402965,-1.073642294
20-40,0.86890294,0.084402965,-1.073642294
20-40,0.911306789,0.084402965,-1.073642294
20-40,0.906227263,0.084402965,-1.073642294
20-40,-0.02974613,0.043790069,-1.35862437
20-40,0.131105162,0.043790069,-1.35862437
20-40,-0.015022874,0.043790069,-1.35862437
20-40,0.17995373,0.043790069,-1.35862437
0-20,1.779856039,0.093300387,-1.030116555
0-20,1.574411102,0.093300387,-1.030116555
0-20,1.349238893,0.093300387,-1.030116555
0-20,1.158820316,0.093300387,-1.030116555
0-20,0.635645757,0.093300387,-1.030116555
0-20,0.352103018,0.093300387,-1.030116555
0-20,0.152532948,0.093300387,-1.030116555
20-40,-0.000782434,0.043790069,-1.35862437
20-40,-0.000782434,0.043790069,-1.35862437
0-20,0.073498399,0.036849503,-1.433568363
20-40,0.166252452,0.036849503,-1.433568363
0-20,0.611170797,0.078633954,-1.104389885
0-20,0.198876927,0.049485727,-1.305520042
0-20,0.325104983,0.057169808,-1.242833264
0-20,0.730233006,0.037623304,-1.424543063
0-20,0.454265414,0.037623304,-1.424543063
20-40,0.282214133,0.037623304,-1.424543063
0-20,0.595848805,0.054511638,-1.263510766
20-40,0.313529773,0.054511638,-1.263510766
0-20,0.327971624,0.09547511,-1.020109832
20-40,-0.006916639,0.09547511,-1.020109832
0-20,0.457730548,0.055646518,-1.254562003
20-40,0.306081746,0.055646518,-1.254562003
0-20,0.954165295,0.071967665,-1.142862589
0-20,0.726564216,0.071967665,-1.142862589
20-40,0.479891883,0.071967665,-1.142862589
0-20,0.507667007,0.090118142,-1.04518777
20-40,0.42920301,0.090118142,-1.04518777
0-20,0.918449742,0.073695414,-1.132559537
20-40,0.368918802,0.073695414,-1.132559537
0-20,0.704081848,0.060744129,-1.216495688
0-20,0.684988906,0.060744129,-1.216495688
20-40,0.057818194,0.060744129,-1.216495688
0-20,0.785472203,0.076971333,-1.113670994
20-40,0.147367108,0.076971333,-1.113670994
0-20,0.647598108,0.07395598,-1.131026706
0-20,-0.057595059,0.057412916,-1.240990394
0-20,0.16124818,0.057412916,-1.240990394
20-40,-0.177570376,0.057412916,-1.240990394
0-20,0.279758173,0.050870663,-1.293532604
0-20,-0.002788417,0.050870663,-1.293532604
20-40,-0.328641997,0.050870663,-1.293532604
0-20,0.286007122,0.056677153,-1.24659197
20-40,0.053692939,0.056677153,-1.24659197
0-20,0.380645352,0.108345607,-0.965188695
0-20,0.206933795,0.108345607,-0.965188695
0-20,0.265336778,0.058298382,-1.234343497
20-40,-0.158265221,0.058298382,-1.234343497
0-20,-0.094743951,0.048619218,-1.313192029
0-20,0.686832819,0.056468562,-1.248193269
20-40,0.360820535,0.056468562,-1.248193269
0-20,0.752325078,0.080001398,-1.096902423
20-40,0.644477979,0.080001398,-1.096902423
0-20,0.388491962,0.057472716,-1.240538278
0-20,0.212400703,0.057472716,-1.240538278
0-20,1.273380969,0.071535503,-1.145478366
20-40,0.385105563,0.071535503,-1.145478366
0-20,0.731234127,0.063721422,-1.195714543
0-20,0.826282177,0.080260183,-1.095499855
20-40,0.728077694,0.080260183,-1.095499855
0-20,0.51645608,0.070635076,-1.15097958
20-40,0.349704847,0.070635076,-1.15097958
0-20,0.849689612,0.082107444,-1.085617466
20-40,0.561196822,0.082107444,-1.085617466
0-20,0.774487768,0.071930367,-1.143087726
0-20,0.92170728,0.063211985,-1.199200573
20-40,0.197996898,0.063211985,-1.199200573
0-20,0.761326322,0.087417676,-1.058400743
20-40,0.284205068,0.087417676,-1.058400743
0-20,0.9351847,0.088237304,-1.054347771
20-40,0.374381698,0.088237304,-1.054347771
0-20,0.694008182,0.065048665,-1.186761613
20-40,0.352105303,0.065048665,-1.186761613
0-20,0.647598108,0.07395598,-1.131026706
0-20,0.637689819,0.0722878,-1.140934994
0-20,0.886287631,0.044807531,-1.34864899
0-20,0.353339095,0.057020963,-1.243965454
20-40,0.131490346,0.057020963,-1.243965454
0-20,0.189658721,0.066687251,-1.175957185
0-20,0.198437135,0.059641309,-1.224452834
0-20,0.289053558,0.052744608,-1.277821934
0-20,0.614686342,0.038081351,-1.419287656
0-20,0.523095838,0.038081351,-1.419287656
20-40,0.143639235,0.038081351,-1.419287656
0-20,0.315970345,0.074205299,-1.129565078
0-20,0.29666519,0.074205299,-1.129565078
0-20,0.941113727,0.070887262,-1.149431797
0-20,0.352105303,0.107908576,-0.966944039
20-40,0.084075568,0.107908576,-0.966944039
0-20,0.548733278,0.093544751,-1.028980576
0-20,0.771234611,0.082120048,-1.085550806
20-40,0.40715287,0.082120048,-1.085550806
0-20,0.575095432,0.098614476,-1.006059329
20-40,0.641553426,0.098614476,-1.006059329
0-20,0.679282535,0.064834181,-1.188195972
0-20,0.730200674,0.054396094,-1.264432281
20-40,0.623745344,0.054396094,-1.264432281
0-20,0.783117174,0.070672438,-1.150749925
0-20,0.676876432,0.077284797,-1.111905927
0-20,0.54863506,0.077284797,-1.111905927
0-20,0.904120213,0.076851988,-1.114344892
0-20,0.8831502,0.076851988,-1.114344892
20-40,0.404491618,0.076851988,-1.114344892
0-20,0.937477803,0.077049197,-1.113231883
20-40,0.938799858,0.077049197,-1.113231883
0-20,1.387418304,0.061249223,-1.212899417
20-40,0.349238663,0.061249223,-1.212899417
0-20,1.017100182,0.070035246,-1.15468334
20-40,0.752017733,0.070035246,-1.15468334
0-20,0.349394101,0.052460977,-1.280163625
0-20,-0.139661993,0.03616909,-1.441662415
0-20,0.364062961,0.03718452,-1.429637818
20-40,0.325310372,0.03718452,-1.429637818
0-20,0.550472957,0.068188927,-1.166286144
0-20,0.170261715,0.068188927,-1.166286144
0-20,0.961933435,0.070693659,-1.150619538
20-40,0.266702,0.070693659,-1.150619538
0-20,0.189770956,0.087481605,-1.058083257
20-40,-0.02017857,0.087481605,-1.058083257
0-20,0.394801777,0.054231408,-1.265749122
20-40,-0.420673796,0.054231408,-1.265749122
0-20,0.586249639,0.091421005,-1.038954009
20-40,0.349160923,0.091421005,-1.038954009
20-40,-0.112720365,0.091421005,-1.038954009
0-20,0.89252865,0.107576604,-0.96828217
0-20,0.500428598,0.091821068,-1.037057659
0-20,0.80931725,0.106523635,-0.972554021
0-20,0.528505339,0.080236254,-1.095629355
0-20,-0.053351266,0.080236254,-1.095629355
0-20,0.833223633,0.087003792,-1.06046182
0-20,1.075517764,0.077899507,-1.108465289
0-20,0.919224577,0.081570129,-1.08846885
20-40,0.625106575,0.081570129,-1.08846885
0-20,0.402295781,0.027515905,-1.5604162
0-20,0.599468221,0.059984222,-1.22196297
0-20,0.335898992,0.091378958,-1.0391538
20-40,0.330697798,0.091378958,-1.0391538
0-20,0.37977673,0.101414037,-0.993901929
20-40,0.094541001,0.101414037,-0.993901929
0-20,0.536911794,0.055654974,-1.254496013
0-20,1.262280186,0.074334775,-1.128807969
0-20,0.749164092,0.081377378,-1.089496307
20-40,0.730233006,0.081377378,-1.089496307
0-20,0.849738754,0.070634789,-1.150981346
0-20,0.532193637,0.087616542,-1.057413893
20-40,0.325433558,0.087616542,-1.057413893
0-20,0.611170797,0.069400456,-1.158637679
20-40,0.015359755,0.069400456,-1.158637679
0-20,0.632497784,0.054592487,-1.262867119
20-40,0.362934629,0.054592487,-1.262867119
0-20,0.980494233,0.082039948,-1.085974622
0-20,1.350995757,0.072018848,-1.142553829
0-20,0.902916234,0.066727855,-1.175692833
20-40,0.407696758,0.066727855,-1.175692833
0-20,0.616412492,0.06567576,-1.18259489
0-20,0.097326736,0.06567576,-1.18259489
0-20,1.089339808,0.068949649,-1.16146794
20-40,0.51661469,0.068949649,-1.16146794
0-20,1.851774302,0.085074176,-1.070202247
0-20,0.492816273,0.049629603,-1.304259203
0-20,0.213677102,0.060203898,-1.220375392
0-20,0.102845197,0.100652908,-0.997173673
20-40,-0.022093539,0.100652908,-0.997173673
0-20,-0.078833949,0.038428219,-1.415349745
0-20,0.35564305,0.03662512,-1.436220941
20-40,0.484584529,0.03662512,-1.436220941
0-20,0.424881637,0.091368078,-1.039205512
0-20,0.475642138,0.056470378,-1.248179305
0-20,0.187577119,0.056470378,-1.248179305
0-20,0.455027715,0.063877447,-1.194652452
20-40,-0.010194316,0.063877447,-1.194652452
0-20,0.704287821,0.075163874,-1.123990844
20-40,0.234719705,0.075163874,-1.123990844
0-20,0.789298611,0.077238086,-1.112168495
0-20,0.75151005,0.077238086,-1.112168495
0-20,0.899426505,0.085386235,-1.068612135
0-20,0.671913012,0.075251698,-1.123483698
0-20,0.276461804,0.075251698,-1.123483698
20-40,0.194791758,0.075251698,-1.123483698
0-20,0.713322505,0.066014673,-1.180359523
20-40,0.150572248,0.066014673,-1.180359523
0-20,1.248149893,0.066090833,-1.179858776
20-40,0.416840137,0.066090833,-1.179858776
0-20,0.446661411,0.048335694,-1.315732043
0-20,0.207149453,0.048500464,-1.314254105
20-40,-0.136915175,0.048500464,-1.314254105
0-20,0.369327201,0.061891104,-1.20837177
20-40,0.0523091,0.061891104,-1.20837177
0-20,0.173302842,0.051820381,-1.285499395
20-40,0.009110806,0.051820381,-1.285499395
0-20,0.782687568,0.110444637,-0.95685537
20-40,0.196949541,0.110444637,-0.95685537
0-20,-0.018815863,0.086263269,-1.064174087
0-20,0.607111741,0.079603276,-1.099069061
20-40,-0.057595059,0.079603276,-1.099069061
0-20,0.699178416,0.065889602,-1.181183117
20-40,0.277471685,0.065889602,-1.181183117
0-20,0.524370155,0.076219702,-1.117932754
0-20,0.152532948,0.076219702,-1.117932754
0-20,0.9351847,0.067610246,-1.169987482
0-20,0.49248101,0.067610246,-1.169987482
20-40,0.43977466,0.067610246,-1.169987482
0-20,0.574100749,0.092538208,-1.033678914
20-40,0.47796008,0.092538208,-1.033678914
0-20,0.757320097,0.091083456,-1.040560501
20-40,0.437718861,0.091083456,-1.040560501
0-20,0.551986435,0.090263911,-1.044485851
20-40,0.528685358,0.090263911,-1.044485851
0-20,0.604830619,0.061043057,-1.214363724
20-40,-0.103033098,0.061043057,-1.214363724
0-20,0.583788017,0.061710274,-1.209642526
20-40,0.343053923,0.061710274,-1.209642526
0-20,0.242640798,0.057588913,-1.239661119
0-20,0.405790162,0.097462444,-1.011162701
20-40,0.270632261,0.097462444,-1.011162701
0-20,0.520509734,0.10074567,-0.996773609
0-20,0.49248101,0.10074567,-0.996773609
20-40,-0.249954688,0.10074567,-0.996773609
0-20,0.352105303,0.101200031,-0.994819352
20-40,0.178861887,0.101200031,-0.994819352
0-20,0.85135624,0.066905261,-1.174539729
0-20,1.017834375,0.076839822,-1.114413648
0-20,0.957013138,0.064737631,-1.188843196
20-40,0.260643707,0.064737631,-1.188843196
0-20,1.049930921,0.083939387,-1.076034207
20-40,0.669948798,0.083939387,-1.076034207
0-20,0.211761094,0.05492317,-1.260244402
0-20,0.501196242,0.061941709,-1.208016819
20-40,0.453134797,0.061941709,-1.208016819
0-20,0.414505394,0.057255575,-1.242182218
0-20,0.152104801,0.057255575,-1.242182218
20-40,0.258158193,0.057255575,-1.242182218
0-20,0.172953028,0.056196861,-1.250287946
20-40,-0.279344643,0.056196861,-1.250287946
0-20,0.566366774,0.059000232,-1.229146283
0-20,0.458305392,0.090892463,-1.041472128
20-40,0.165244326,0.090892463,-1.041472128
0-20,0.896173348,0.07633633,-1.117268726
20-40,0.706820158,0.07633633,-1.117268726
0-20,0.694008182,0.082488393,-1.083607159
0-20,0.586857248,0.063764688,-1.195419759
20-40,0.087781418,0.063764688,-1.195419759
20-40,-0.074069402,0.063764688,-1.195419759
0-20,0.872692252,0.088836702,-1.051407573
20-40,0.611170797,0.088836702,-1.051407573
0-20,0.701947719,0.054727151,-1.26179716
20-40,0.102021857,0.054727151,-1.26179716
0-20,1.013545011,0.057508224,-1.240270043
0-20,0.730911415,0.057508224,-1.240270043
20-40,0.431878179,0.057508224,-1.240270043
0-20,1.08088612,0.076126172,-1.118466007
0-20,0.930684199,0.086667911,-1.062141671
20-40,0.927657744,0.086667911,-1.062141671
0-20,0.872948356,0.046270935,-1.334691726
0-20,0.825179363,0.049716643,-1.303498206
0-20,0.515025612,0.061038255,-1.214397894
20-40,0.491361694,0.061530499,-1.210909566
0-20,0.652768341,0.094778191,-1.023291583
20-40,0.474099659,0.094778191,-1.023291583
0-20,0.860457795,0.071917345,-1.143166352
0-20,0.420516831,0.086672376,-1.0621193
0-20,0.354300562,0.086672376,-1.0621193
20-40,0.359380088,0.086672376,-1.0621193
0-20,0.559308011,0.090031371,-1.045606137
20-40,0.178401342,0.090031371,-1.045606137
0-20,1.058091856,0.06760803,-1.170001718
20-40,0.85135624,0.06760803,-1.170001718
0-20,0.520509734,0.098465292,-1.006716825
0-20,0.242143723,0.06775588,-1.169053012
20-40,-0.097344525,0.06775588,-1.169053012
0-20,0.474099659,0.090002165,-1.045747043
20-40,0.333366656,0.090002165,-1.045747043
0-20,0.196949541,0.090917907,-1.04135057
20-40,0.151982395,0.090917907,-1.04135057
0-20,1.253454319,0.063739935,-1.195588382
20-40,0.303800624,0.063739935,-1.195588382
0-20,0.948354273,0.056995556,-1.244159009
20-40,0.377634034,0.056995556,-1.244159009
0-20,1.155129471,0.125060167,-0.902880996
0-20,0.458244918,0.125060167,-0.902880996
0-20,0.787262057,0.088185796,-1.054601359
20-40,0.531989551,0.088185796,-1.054601359
0-20,0.68254217,0.063237551,-1.199024956
20-40,-0.334982175,0.063237551,-1.199024956
0-20,0.257774541,0.066394961,-1.177864877
0-20,0.242640798,0.060360973,-1.219243765
20-40,0.228400359,0.060360973,-1.219243765
0-20,0.363687176,0.05188277,-1.284976843
20-40,0.014352501,0.05188277,-1.284976843
0-20,0.450187502,0.086429787,-1.063336557
20-40,0.132451813,0.086429787,-1.063336557
0-20,0.224170352,0.038248269,-1.41738822
0-20,0.17759421,0.038248269,-1.41738822
20-40,-0.02816772,0.038248269,-1.41738822
0-20,0.905903799,0.071390623,-1.146358828
0-20,0.460747542,0.062657279,-1.203028471
20-40,0.084576278,0.062657279,-1.203028471
0-20,0.816466677,0.057389967,-1.241164022
20-40,0.123459619,0.057389967,-1.241164022
0-20,0.819977983,0.113490226,-0.945041539
20-40,0.780648458,0.113490226,-0.945041539
0-20,0.825504011,0.063135281,-1.199727879
20-40,0.260643707,0.063135281,-1.199727879
0-20,1.104569046,0.063188168,-1.199364235
20-40,0.333970933,0.063188168,-1.199364235
0-20,0.671172843,0.088894794,-1.051123674
20-40,-0.053351266,0.088894794,-1.051123674
0-20,0.687421935,0.066212145,-1.179062346
20-40,0.337658891,0.066212145,-1.179062346
0-20,0.68254217,0.063237551,-1.199024956
20-40,-0.334982175,0.063237551,-1.199024956
0-20,0.67610806,0.062307587,-1.205459066
20-40,-0.272621431,0.073002173,-1.136664211
0-20,0.740709986,0.087379011,-1.058592876
0-20,0.577583704,0.085493133,-1.068068768
20-40,0.388527468,0.087379011,-1.058592876
0-20,0.555553904,0.056200386,-1.2502607
20-40,0.536911794,0.056200386,-1.2502607
0-20,0.581881421,0.101070089,-0.995377352
20-40,-0.113734941,0.101070089,-0.995377352
0-20,0.493653196,0.06964125,-1.157133442
0-20,0.166252452,0.059583778,-1.224871962
20-40,0.149219113,0.059583778,-1.224871962
0-20,-0.024476287,0.037646759,-1.4242724
0-20,-0.042296958,0.044204618,-1.35453236
20-40,-0.285335007,0.044204618,-1.35453236
0-20,0.716804379,0.099345,-1.002853986
20-40,0.691399799,0.099345,-1.002853986
0-20,0.124504225,0.101705602,-0.992655126
20-40,-0.051587034,0.101705602,-0.992655126
0-20,0.39800949,0.103961848,-0.983126009
20-40,0.294113356,0.103961848,-0.983126009
0-20,0.662153208,0.098580248,-1.006210092
0-20,0.631118974,0.098580248,-1.006210092
0-20,0.848127511,0.076875599,-1.114211486
20-40,0.203032887,0.076875599,-1.114211486
0-20,0.556736548,0.113237977,-0.946007896
0-20,0.460837729,0.096221103,-1.016729668
20-40,0.424456931,0.096221103,-1.016729668
0-20,0.849763273,0.07723177,-1.11220401
20-40,0.848127511,0.07723177,-1.11220401
0-20,0.688330855,0.06966356,-1.156994334
20-40,0.263067719,0.06966356,-1.156994334
0-20,0.860457795,0.069362566,-1.15887485
0-20,1.14523371,0.070027382,-1.154732107
20-40,0.819596574,0.070027382,-1.154732107
0-20,0.555553904,0.056200386,-1.2502607
20-40,0.536911794,0.056200386,-1.2502607
0-20,0.581881421,0.101070089,-0.995377352
20-40,-0.113734941,0.101070089,-0.995377352
